timestamp,region,service_type,usage_units,provisioned_capacity,cost_usd,availability_pct,cloud_spend_index,enterprise_demand_index,new_service_launch
2023-03-23 10:47:28,Us-East,Storage,9494.02,8000,3038.09,99.45,100.58,1.07,0
2023-11-21 02:12:57,europe-north,Storage,3675.47,8000,1176.15,99.92,102.25,0.79,0
2023-06-24 17:13:05,europe-north,Storage,6785.57,8000,2171.38,99.3,100.24,0.97,1
2023-03-20 05:57:25,india-south,Storage,9153.93,8000,2929.26,99.51,108.39,0.95,1
2023-09-08 11:07:02,europe-north,Compute,6408.48,10000,3076.07,99.58,113.26,0.89,0
2023-10-08 22:37:55,India-South,Compute,6488.94,10000,3114.69,99.8,100.86,1.01,0
2023-01-30 15:45:21,us east,Compute,11374.92,10000,5459.96,99.83,97.3,1.16,0
2024-02-23 00:01:51,us-east,Compute,13707.13,10000,6579.42,99.9,122.66,1.09,0
2023-07-18 06:19:37,india south,Compute,9360.81,10000,4493.19,99.43,,1.05,0
2023-07-30 18:57:52,europe-north,Compute,6570.5,10000,3153.84,99.64,115.99,0.8,0
2024-01-04 23:30:29,us-west,Compute,9992.01,10000,4796.17,99.93,,1.21,0
2024-03-25 03:03:48,europe north,Compute,12218.2,10000,5864.73,99.58,110.49,0.95,0
2023-09-10 03:09:56,US-West,Compute,7801.33,10000,3744.64,99.51,110.06,,0
2023-03-02 19:40:00,Us-East,Storage,9398.92,8000,3007.65,99.78,111.78,0.92,1
2023-06-06 05:53:35,us-west,Storage,6737.54,8000,2156.01,99.96,120.78,0.81,0
2023-06-24 11:07:57,us east,Storage,8659.99,8000,2771.2,99.6,103.98,1.14,0
2023-11-02 21:40:40,us-east,Storage,5855.59,8000,1873.79,99.6,,1.14,0
2023-12-02 06:09:43,Europe-North,Compute,10824.6,10000,5195.81,99.58,114.87,1.29,0
2023-08-20 17:33:23,us-west,Storage,4371.75,8000,1398.96,99.75,111.19,0.84,0
2023-02-10 11:22:05,us west,Compute,,10000,4647.17,99.47,127.05,0.78,0
2024-03-17 17:02:11,US-West,Compute,10570.44,10000,5073.81,99.74,106.69,0.91,0
2023-02-19 07:55:19,india-south,Compute,12468.86,10000,5985.05,99.65,95.39,1.3,0
2024-03-17 16:20:47,europe-north,Storage,11165.75,8000,3573.04,99.99,103.91,1.33,0
2024-03-29 14:01:09,europe north,Storage,11523.77,8000,3687.61,99.89,110.59,1.19,0
2024-03-17 15:01:27,europe-north,Compute,11037.8,10000,5298.15,99.96,102.77,0.95,0
2023-08-16 11:58:47,Us-East,Storage,6124.95,8000,1959.99,99.93,111.9,1.15,0
2024-02-24 13:46:32,us-east,Storage,7458.24,8000,2386.64,99.32,90.85,0.96,0
2023-08-22 03:11:57,us-west,Compute,5651.48,10000,2712.71,99.55,91.67,1.05,0
2023-10-22 22:20:03,Europe-North,Compute,7581.76,10000,3639.25,99.58,,1.02,0
2023-09-24 14:58:18,india-south,Compute,7163.93,10000,3438.69,99.43,117.09,1.1,0
2023-03-17 17:19:26,india south,Compute,9661.89,10000,4637.71,99.34,93.78,0.96,0
2023-05-06 07:27:41,us west,Storage,5224.71,8000,1671.91,99.57,90.01,0.81,0
2023-06-29 03:06:21,Europe-North,Storage,6462.07,8000,,99.84,93.68,1.13,0
2023-01-20 12:17:15,india-south,Compute,6701.84,10000,3216.88,99.63,90.19,0.76,0
2023-04-02 15:18:11,europe-north,Compute,14373.83,10000,6899.44,99.95,92.04,1.3,1
2023-12-22 06:59:41,US-West,Compute,6261.01,10000,3005.28,99.58,93.8,0.9,0
2023-05-05 19:14:04,us east,Compute,15221.81,10000,7306.47,99.33,104.59,1.32,0
2023-01-03 22:45:48,Europe-North,Compute,7315.53,10000,3511.45,99.44,90.35,0.84,1
2023-12-14 09:48:18,Europe-North,Compute,7987.76,10000,3834.12,99.99,115.83,0.82,1
2023-08-18 04:29:29,Europe-North,Storage,5974.28,8000,1911.77,99.81,94.27,,0
2023-07-19 15:10:19,us west,Compute,8251.13,10000,3960.54,99.84,93.63,1.1,0
2023-03-12 22:45:51,Europe-North,Compute,14035.99,10000,6737.28,99.35,107.76,1.21,0
2023-11-03 22:00:02,india-south,Storage,6892.24,8000,2205.52,99.66,108.38,1.29,1
2023-08-08 23:43:10,europe north,Compute,8613.85,10000,4134.65,99.37,114.2,1.15,0
2023-07-08 06:13:43,us east,Compute,11196.71,10000,5374.42,99.62,118.37,1.1,0
2024-03-16 18:58:51,US-West,Storage,12794.46,8000,4094.23,99.59,124.97,1.17,0
2023-02-07 10:33:40,us-west,Compute,12262.86,10000,5886.17,99.74,117.85,1.0,0
2023-12-09 17:33:43,US-West,Storage,5509.15,8000,1762.93,99.58,126.11,0.82,0
2024-02-26 02:00:06,europe north,Compute,15022.7,10000,7210.9,99.92,126.66,1.13,0
2023-03-26 14:28:58,us-east,Storage,12220.61,8000,3910.59,99.36,109.35,1.35,0
2023-05-04 03:59:43,India-South,Compute,12936.16,10000,6209.36,99.51,123.12,0.98,0
2023-05-01 21:32:22,europe north,Storage,8050.66,8000,2576.21,99.43,98.2,0.93,0
2023-04-29 08:00:18,europe north,Compute,12618.55,10000,6056.9,99.61,110.64,1.09,0
2023-06-08 11:20:37,US-West,Storage,7750.16,8000,2480.05,99.83,102.41,1.09,0
2023-06-22 23:31:53,us east,Storage,11099.83,8000,3551.95,99.78,124.06,1.23,1
2023-04-08 12:20:25,us west,Compute,10916.91,10000,5240.12,99.35,117.99,0.87,0
2023-03-08 02:19:35,europe north,Storage,14768.13,8000,4725.8,99.45,,1.34,1
2023-10-16 15:59:45,us west,Compute,7351.49,10000,3528.72,99.68,99.19,1.24,0
2023-07-17 17:27:39,us west,Storage,8776.34,8000,2808.43,99.56,113.8,1.32,0
2024-01-15 01:26:14,europe north,Storage,8365.65,8000,2677.01,99.33,119.89,1.03,0
2024-02-27 14:59:30,India-South,Storage,8262.63,8000,2644.04,99.47,95.99,1.0,1
2024-03-01 22:44:51,us-west,Compute,12792.11,10000,6140.21,99.84,122.01,0.92,1
2024-01-13 08:02:05,india south,Compute,10197.35,10000,4894.73,99.94,94.24,1.12,0
2023-03-25 14:16:01,us east,Storage,6857.52,8000,2194.41,99.51,104.28,0.77,0
2023-05-12 21:06:48,india-south,Storage,11249.32,8000,3599.78,99.74,95.97,1.26,1
2023-06-20 03:02:15,us-east,Storage,6727.25,8000,2152.72,99.96,115.0,0.85,1
2023-01-30 19:37:19,us east,Compute,6890.26,10000,3307.32,99.97,95.7,0.77,0
2024-01-06 07:27:22,us-west,Storage,7210.53,8000,2307.37,,117.29,0.96,0
2023-12-30 13:40:41,us east,Storage,7181.32,8000,2298.02,99.52,90.08,,0
2023-11-12 03:39:22,us east,Storage,6893.76,8000,2206.0,99.47,97.02,1.32,0
2023-11-11 03:53:21,Europe-North,Storage,5718.42,8000,1829.89,99.49,127.91,0.83,1
2023-11-01 01:23:18,europe-north,Storage,9091.81,8000,2909.38,99.6,121.76,1.32,1
2023-06-10 04:25:04,India-South,Storage,12249.69,8000,3919.9,99.96,123.4,1.32,0
2023-08-15 16:09:10,us-east,Compute,8730.62,10000,4190.7,99.98,122.14,1.13,0
2023-12-03 19:15:24,us east,Compute,7896.16,10000,3790.16,99.81,106.57,1.03,0
2023-05-06 23:01:03,us-east,Storage,8738.68,8000,2796.38,99.43,92.38,1.08,0
2024-01-22 20:07:09,India-South,Compute,11433.07,10000,5487.87,99.79,108.55,1.12,0
2023-04-27 11:21:33,europe north,Storage,11238.97,8000,3596.47,99.55,113.81,,0
2023-06-24 08:45:30,india-south,Compute,8445.94,10000,4054.05,99.78,114.24,0.79,0
2023-07-13 11:49:50,india south,Storage,6626.72,8000,2120.55,99.68,111.62,0.94,0
2023-09-14 18:24:25,india south,Storage,3098.02,8000,991.37,99.72,107.67,0.76,0
2023-03-19 02:39:46,us-east,Compute,11460.66,10000,5501.12,99.87,,0.79,0
2023-06-06 09:33:19,us east,Compute,,10000,4058.99,99.89,110.69,0.78,1
2023-03-31 09:30:35,Europe-North,Compute,8981.18,10000,4310.97,99.84,94.12,0.89,0
2023-09-03 05:15:09,europe-north,Compute,6704.35,10000,3218.09,99.65,90.46,1.17,0
2023-06-24 13:26:11,us-west,Compute,8010.22,10000,3844.9,99.9,113.55,0.87,0
2023-09-09 01:43:56,europe north,Storage,7384.32,8000,2362.98,99.38,121.82,,1
2023-08-21 16:48:39,US-West,Storage,6550.0,8000,2096.0,99.41,96.84,1.3,0
2024-02-24 08:20:22,us west,Storage,7884.43,8000,2523.02,99.31,94.61,0.94,0
2023-11-10 04:32:09,europe-north,Compute,6095.74,10000,2925.95,99.38,110.45,0.83,0
2023-04-20 14:58:13,india south,Compute,15039.03,10000,7218.73,99.53,118.61,1.14,0
2023-09-02 16:23:53,India-South,Storage,5565.06,8000,,99.36,115.48,1.07,0
2024-03-06 14:32:41,europe north,Compute,14275.69,10000,6852.33,99.38,119.06,1.14,0
2023-08-02 08:51:19,us east,Compute,,10000,4289.55,99.77,102.36,1.2,0
2023-02-26 07:59:35,europe north,Storage,8481.43,8000,2714.06,99.95,127.33,,0
2023-01-19 17:58:03,us west,Storage,8316.61,8000,2661.32,99.88,102.85,1.08,0
2023-10-03 13:50:24,us-east,Compute,7122.22,10000,3418.66,99.46,116.81,,0
2023-10-17 04:12:11,India-South,Storage,3931.08,8000,1257.95,,,0.77,0
2023-05-11 03:47:41,europe north,Storage,9542.45,8000,3053.58,99.39,115.02,1.0,0
2023-12-03 22:56:45,europe-north,Compute,9504.3,10000,4562.06,99.45,100.84,1.2,0
2023-12-31 22:44:45,Us-East,Compute,12269.06,10000,5889.15,99.72,112.23,1.32,0
2023-12-06 17:41:27,india south,Compute,6770.21,10000,3249.7,99.62,119.72,0.83,0
2023-12-02 15:41:53,us-west,Compute,8924.7,10000,4283.86,99.65,125.76,1.05,0
2023-06-07 13:22:25,Europe-North,Compute,8915.73,10000,4279.55,99.81,117.3,0.78,0
2023-09-22 03:32:35,us west,Compute,7028.77,10000,3373.81,99.31,92.43,1.17,0
2023-01-13 15:40:36,us-west,Storage,6099.56,8000,1951.86,99.66,91.38,0.92,0
2023-10-07 21:34:01,India-South,Compute,,10000,2622.68,99.41,110.17,0.86,0
2024-02-22 16:22:29,us east,Storage,10352.64,8000,3312.84,99.82,111.94,1.22,0
2023-09-05 03:52:56,europe-north,Storage,,8000,2404.65,99.82,128.96,1.31,0
2023-05-07 21:10:02,india-south,Storage,7545.64,8000,2414.6,99.66,107.1,0.79,0
2023-09-05 09:01:44,us east,Storage,6934.62,8000,2219.08,99.9,103.79,1.29,0
2023-05-20 02:50:40,Us-East,Storage,7001.5,8000,2240.48,99.87,91.04,1.07,0
2023-06-12 04:32:09,us-east,Compute,13668.24,10000,6560.75,,119.51,1.28,0
2023-08-01 12:18:07,Us-East,Compute,5401.19,10000,2592.57,99.38,90.19,0.79,0
2023-02-08 02:56:14,us-east,Compute,,10000,4981.99,99.7,108.75,0.93,0
2023-12-09 21:29:18,us-east,Storage,4818.95,8000,1542.06,99.73,100.43,0.94,0
2023-10-08 13:34:23,Europe-North,Compute,4486.44,10000,2153.49,99.86,93.99,,0
2023-06-08 06:08:14,us-west,Compute,10471.03,10000,5026.09,99.57,107.78,1.05,0
2023-05-29 22:57:43,europe-north,Storage,9100.18,8000,2912.06,99.79,95.24,1.17,0
2024-03-03 01:39:25,us-east,Storage,10948.92,8000,3503.66,99.63,121.46,1.07,0
2024-03-28 05:45:26,India-South,Compute,9716.65,10000,4663.99,99.68,,0.8,1
2023-10-04 10:57:30,us west,Storage,6427.18,8000,2056.7,,121.76,1.12,0
2023-11-29 20:59:11,europe north,Compute,9964.81,10000,4783.11,99.81,118.14,1.18,0
2024-01-18 22:10:54,europe north,Compute,9070.14,10000,4353.67,99.66,128.33,0.77,0
2023-05-04 16:38:57,europe-north,Storage,8804.83,8000,2817.55,99.83,113.67,0.88,0
2024-03-27 12:41:26,india south,Compute,,10000,7154.75,99.65,111.87,1.18,0
2024-01-25 15:00:00,Us-East,Compute,8246.7,10000,3958.42,99.66,,0.76,0
2024-01-25 06:20:35,us-west,Compute,13122.62,10000,6298.86,99.33,,1.2,0
2023-07-28 21:23:29,india south,Compute,9841.0,10000,4723.68,99.85,98.29,1.31,0
2024-02-09 13:41:38,us-east,Compute,8363.18,10000,4014.33,99.79,94.15,0.77,1
2023-01-09 04:59:17,us east,Storage,8055.67,8000,2577.81,99.97,95.71,1.16,0
2023-04-23 19:29:02,us-east,Storage,6002.63,8000,,99.92,96.95,0.79,0
2024-02-26 01:05:25,us west,Compute,12354.33,10000,5930.08,99.83,97.02,1.14,0
2023-03-24 13:09:50,US-West,Compute,11160.22,10000,5356.91,99.81,97.94,1.03,0
2023-06-17 15:23:04,us-west,Storage,8359.46,8000,2675.03,99.97,102.71,1.1,0
2023-10-12 22:44:06,Europe-North,Compute,6169.18,10000,2961.2,99.71,123.27,0.88,0
2023-08-27 18:57:30,india south,Compute,5570.91,10000,2674.04,99.75,93.48,0.92,0
2023-12-26 04:52:48,Us-East,Storage,8081.46,8000,2586.07,99.93,97.93,1.22,0
2023-07-12 11:10:55,india south,Storage,9337.53,8000,2988.01,99.5,109.51,1.34,0
2023-12-17 02:02:51,us-west,Compute,12285.36,10000,5896.97,99.86,112.29,1.2,1
2023-09-27 22:19:05,us-west,Storage,4764.23,8000,1524.55,99.94,95.83,1.19,0
2023-05-13 19:51:22,us-east,Compute,13821.61,10000,6634.37,99.82,127.35,,0
2023-12-30 09:32:43,europe north,Storage,6619.9,8000,2118.37,99.72,121.63,0.76,0
2023-06-16 07:20:35,us-west,Compute,8846.96,10000,4246.54,99.51,110.34,0.84,0
2023-10-21 16:02:53,us west,Compute,7668.09,10000,3680.68,99.38,97.04,1.33,0
2023-07-03 11:09:35,Us-East,Compute,6985.16,10000,3352.87,99.53,105.46,0.79,0
2023-07-10 03:50:00,us-west,Compute,,10000,2962.52,99.76,110.85,0.75,0
2023-08-24 14:13:31,Europe-North,Storage,6525.38,8000,2088.12,,110.77,1.26,0
2023-06-03 07:47:04,us-west,Storage,10427.34,8000,3336.75,99.87,127.26,1.1,0
2023-09-09 08:49:21,europe-north,Storage,4986.79,8000,1595.77,99.58,94.13,1.09,0
2023-05-08 00:17:14,us-east,Storage,8148.45,8000,2607.5,99.69,119.95,0.78,0
2024-02-14 17:27:52,India-South,Compute,10241.17,10000,4915.76,99.52,96.95,1.08,0
2023-02-26 05:54:19,us-west,Compute,17330.51,10000,8318.65,99.98,121.91,1.34,0
2023-07-10 15:24:05,europe-north,Storage,7540.49,8000,2412.96,99.43,109.13,1.14,0
2023-02-08 13:19:15,Europe-North,Compute,13076.67,10000,6276.8,99.5,116.75,1.13,0
2023-07-15 16:09:35,us-west,Compute,9848.49,10000,4727.28,99.49,103.44,1.26,0
2023-10-25 14:58:00,US-West,Storage,3569.54,8000,1142.25,99.43,92.8,0.77,0
2023-07-05 17:27:11,us west,Compute,9809.53,10000,4708.58,99.44,97.63,1.28,0
2023-03-10 23:40:47,us-east,Storage,12032.19,8000,3850.3,99.89,121.51,,0
2023-03-07 10:59:15,Us-East,Storage,12552.74,8000,4016.88,99.57,120.34,1.2,0
2023-02-09 04:27:44,us-east,Storage,9784.89,8000,3131.17,99.93,119.21,1.0,0
2023-10-10 17:31:09,us-east,Compute,6514.27,10000,3126.85,99.77,99.64,1.05,0
2023-09-08 14:36:53,us-west,Storage,7368.87,8000,2358.04,99.91,124.84,1.28,0
2023-05-16 17:16:28,India-South,Compute,9695.95,10000,4654.06,99.84,99.28,1.01,0
2023-04-29 08:00:18,europe north,Compute,12618.55,10000,6056.9,99.61,110.64,1.09,0
2023-08-13 02:35:08,Us-East,Storage,7653.28,8000,2449.05,99.93,112.34,1.3,0
2023-04-07 00:17:55,Us-East,Storage,9812.86,8000,3140.11,,121.85,1.02,0
2023-01-10 07:37:16,europe north,Storage,8982.62,8000,2874.44,99.72,103.54,1.11,1
2023-02-08 19:40:35,Europe-North,Storage,11105.33,8000,3553.71,99.64,108.51,1.29,0
2024-01-31 11:14:56,us west,Compute,16493.58,10000,7916.92,99.63,129.9,1.27,0
2024-02-26 15:03:50,europe-north,Compute,14916.96,10000,7160.14,99.34,127.59,1.14,0
2023-12-10 14:28:07,Us-East,Storage,5338.67,8000,1708.38,99.32,105.64,0.8,0
2023-08-19 07:10:53,US-West,Storage,5637.75,8000,1804.08,99.75,97.92,1.09,0
2023-02-04 22:14:09,europe north,Storage,,8000,1919.14,99.87,,0.88,0
2024-03-29 05:07:01,US-West,Storage,,8000,3381.6,99.53,111.43,1.15,0
2024-01-30 04:02:59,us-east,Compute,11354.51,10000,,99.55,90.4,1.23,0
2024-02-13 19:13:20,us west,Storage,10146.66,8000,3246.93,99.55,106.35,1.15,1
2023-10-22 18:58:04,europe north,Compute,9826.62,10000,4716.78,99.56,117.95,,1
2024-01-10 09:47:51,us-east,Storage,8472.78,8000,2711.29,99.32,93.35,1.23,0
2024-03-21 07:45:55,US-West,Compute,12080.9,10000,5798.83,99.52,126.86,0.82,0
2023-01-20 09:09:16,Us-East,Storage,8808.4,8000,2818.69,99.86,90.7,1.33,0
2023-05-17 01:05:46,us west,Compute,16956.31,10000,8139.03,99.46,125.12,1.22,1
2024-01-25 00:42:17,europe-north,Compute,13720.31,10000,6585.75,99.63,105.81,1.34,0
2023-05-21 09:22:32,india south,Compute,11624.07,10000,5579.55,99.32,97.6,1.18,0
2024-03-28 11:35:36,europe-north,Compute,11703.77,10000,5617.81,99.56,93.3,1.15,0
2023-11-25 04:24:27,us west,Storage,8338.41,8000,2668.29,99.49,129.48,1.13,1
2023-08-17 21:57:04,us-east,Storage,7777.51,8000,2488.8,99.39,119.62,1.26,0
2023-04-20 13:17:31,us east,Storage,9979.36,8000,3193.39,99.4,108.0,1.1,0
2023-10-25 22:07:41,us-west,Storage,4858.19,8000,1554.62,99.98,95.59,0.99,0
2023-07-01 03:34:56,india-south,Compute,10489.75,10000,5035.08,99.4,112.17,1.12,0
2023-09-28 19:34:22,us-west,Compute,6618.47,10000,3176.86,99.71,,1.02,0
2023-05-08 20:42:24,US-West,Storage,8190.77,8000,2621.05,99.87,116.62,0.93,0
2024-02-16 03:28:35,europe-north,Compute,18070.24,10000,,99.76,119.64,1.3,1
2024-02-25 14:48:20,europe-north,Storage,,8000,2342.1,99.73,112.47,0.76,0
2023-11-17 05:46:50,Us-East,Storage,5915.7,8000,1893.02,99.92,103.68,1.04,1
2023-08-05 16:43:54,india-south,Compute,5114.54,10000,2454.98,99.35,106.3,0.77,0
2024-02-22 06:43:09,europe north,Storage,9336.17,8000,2987.57,99.89,125.93,0.87,0
2023-04-25 15:53:15,europe north,Storage,10178.93,8000,3257.26,99.55,96.13,1.19,0
2023-09-01 01:52:54,india-south,Storage,6732.88,8000,2154.52,99.96,109.79,1.32,0
2023-08-15 10:57:56,US-West,Storage,5710.53,8000,1827.37,,94.91,1.15,0
2023-12-05 02:33:55,Europe-North,Compute,9145.99,10000,4390.08,99.37,99.24,1.2,0
2023-01-18 08:49:58,us-east,Storage,8816.93,8000,2821.42,99.64,111.58,1.05,0
2023-02-03 06:01:29,us east,Compute,8823.79,10000,4235.42,99.35,97.05,0.98,0
2024-02-02 00:06:22,US-West,Storage,9988.47,8000,3196.31,99.6,118.41,1.15,0
2023-05-24 11:40:30,us-west,Storage,5897.81,8000,1887.3,99.78,91.16,0.94,0
2023-10-14 00:10:47,us east,Storage,4803.65,8000,1537.17,99.72,117.46,1.0,0
2023-12-31 12:21:38,europe north,Compute,11915.98,10000,5719.67,99.98,103.09,1.34,0
2023-10-15 20:44:45,us west,Compute,6277.59,10000,3013.24,99.84,91.05,1.18,0
2023-03-14 15:54:14,India-South,Compute,9335.12,10000,4480.86,99.64,103.82,0.88,0
2023-02-01 04:58:41,us-east,Storage,12195.9,8000,3902.69,99.68,118.56,1.31,0
2023-10-07 06:26:45,US-West,Storage,5929.64,8000,1897.48,99.62,94.34,1.25,0
2023-10-05 14:47:25,Europe-North,Storage,5735.14,8000,1835.24,,129.36,0.86,0
2024-03-15 10:52:44,India-South,Storage,7901.95,8000,2528.62,99.98,106.65,0.86,0
2024-01-19 13:00:25,Us-East,Compute,7718.94,10000,3705.09,99.3,104.38,0.83,0
2023-08-02 17:19:25,europe-north,Compute,9579.67,10000,4598.24,99.62,123.78,1.13,0
2023-12-11 23:28:46,us-east,Compute,6461.24,10000,3101.39,99.71,98.45,0.77,0
2023-10-08 07:56:45,india south,Storage,5108.66,8000,1634.77,99.62,99.48,1.26,0
2023-11-21 19:19:37,india-south,Storage,6433.77,8000,2058.81,99.5,126.2,,0
2023-03-17 21:15:39,europe-north,Compute,11065.76,10000,5311.56,99.8,106.79,0.96,0
2024-01-24 20:38:54,us west,Compute,9029.61,10000,4334.21,99.96,97.14,,0
2023-03-22 01:58:31,Us-East,Storage,8863.14,8000,2836.2,99.75,94.81,1.08,1
2023-10-09 15:39:51,india-south,Compute,7236.17,10000,3473.36,99.39,125.56,1.01,0
2023-08-09 14:31:33,Us-East,Compute,11032.15,10000,5295.43,99.88,123.6,1.31,0
2023-10-10 10:03:13,us east,Storage,7086.21,8000,2267.59,99.95,104.21,1.29,1
2023-03-24 21:32:50,us-west,Compute,13217.02,10000,6344.17,,98.75,1.15,0
2023-01-11 11:07:23,india-south,Storage,4818.11,8000,1541.8,99.38,92.64,0.86,0
2023-09-22 00:06:39,us west,Compute,6241.58,10000,2995.96,99.47,111.34,1.04,0
2023-03-28 11:13:30,europe-north,Compute,13440.61,10000,6451.49,99.62,123.47,1.01,0
2023-05-06 00:04:00,us-west,Compute,11111.73,10000,5333.63,99.36,116.31,0.9,0
2023-07-01 00:04:38,Europe-North,Storage,7817.41,8000,2501.57,99.37,108.54,1.14,0
2023-02-05 16:56:20,us-east,Compute,13467.32,10000,6464.31,99.85,108.29,1.26,0
2023-09-01 16:12:26,india-south,Compute,9055.33,10000,4346.56,99.86,,1.33,0
2023-08-20 00:21:30,india south,Compute,7557.36,10000,3627.53,99.94,102.67,1.18,0
2023-03-22 17:50:04,europe-north,Storage,7952.96,8000,2544.95,99.57,109.47,0.85,0
2023-12-30 07:54:44,india-south,Compute,11112.65,10000,5334.07,99.49,118.1,1.15,0
2023-08-15 17:15:32,india south,Compute,10591.46,10000,5083.9,99.68,119.05,1.29,0
2023-01-04 12:30:51,europe north,Storage,6653.41,8000,2129.09,99.31,125.34,0.76,0
2023-09-23 09:26:11,india-south,Compute,8055.73,10000,3866.75,99.77,117.07,1.15,0
2023-02-15 07:37:25,India-South,Storage,8261.63,8000,2643.72,99.81,97.62,1.02,0
2023-04-23 04:49:22,us west,Storage,8555.32,8000,2737.7,99.62,92.87,1.17,0
2023-02-24 22:28:12,india south,Storage,9580.81,8000,3065.86,,119.25,1.02,0
2023-11-18 07:43:42,Europe-North,Storage,4552.9,8000,1456.93,99.63,90.77,0.89,0
2024-01-31 08:17:05,Us-East,Compute,6743.69,10000,3236.97,99.88,95.73,0.77,0
2023-10-13 20:20:01,us-west,Compute,5825.67,10000,2796.32,99.38,113.76,0.92,0
2023-10-18 15:56:43,india-south,Storage,7775.19,8000,2488.06,99.96,106.13,1.31,1
2024-03-04 22:42:31,Europe-North,Compute,13409.79,10000,6436.7,99.98,126.09,0.98,0
2023-11-28 21:05:39,india south,Storage,6836.12,8000,2187.56,99.87,122.71,0.88,1
2024-01-05 02:23:14,india-south,Storage,6635.25,8000,2123.28,99.42,99.4,,0
2023-05-04 22:26:26,india south,Storage,8202.44,8000,2624.78,,110.4,0.81,1
2023-11-26 21:09:06,us east,Compute,11592.31,10000,5564.31,99.92,115.57,1.33,1
2023-12-04 10:09:16,Us-East,Compute,6362.45,10000,3053.98,99.66,103.47,,0
2023-01-21 23:23:01,india-south,Storage,8639.91,8000,2764.77,99.47,120.51,0.95,0
2023-02-16 05:49:26,europe north,Compute,12285.77,10000,5897.17,99.7,123.41,1.0,0
2023-12-12 20:09:34,europe north,Compute,9257.77,10000,4443.73,,93.4,1.2,0
2023-07-21 01:12:37,Europe-North,Storage,7624.1,8000,2439.71,99.96,115.2,,0
2024-01-06 22:52:04,india-south,Compute,11449.87,10000,5495.94,99.34,99.78,1.3,0
2024-03-22 07:05:06,India-South,Compute,14143.25,10000,6788.76,99.93,100.79,1.12,1
2023-01-14 23:59:57,Us-East,Storage,7995.95,8000,2558.7,99.45,93.1,1.23,0
2023-10-15 11:23:10,india-south,Storage,4521.63,8000,1446.92,99.96,120.64,0.94,0
2024-01-08 22:26:02,us east,Compute,12858.1,10000,6171.89,99.91,116.5,1.2,0
2023-01-23 21:19:56,India-South,Storage,8810.1,8000,,99.38,125.1,1.01,0
2023-09-26 19:34:53,us east,Storage,5240.38,8000,1676.92,99.34,92.46,1.32,0
2024-03-15 12:41:43,europe north,Storage,9707.16,8000,3106.29,99.75,105.07,1.12,0
2023-07-05 23:06:55,us-west,Compute,9599.85,10000,4607.93,99.78,112.31,0.98,0
2023-09-02 01:12:29,europe-north,Compute,8552.29,10000,,99.48,117.1,,0
2023-06-19 02:44:03,india south,Storage,8847.54,8000,2831.21,99.6,,,0
2024-02-17 05:46:44,us-east,Storage,12825.4,8000,4104.13,99.36,117.29,1.33,0
2024-03-19 02:00:10,US-West,Storage,8147.78,8000,2607.29,99.63,102.36,0.87,0
2023-03-13 02:25:12,us east,Storage,9905.72,8000,3169.83,99.87,96.91,1.31,0
2023-05-24 17:21:56,europe-north,Storage,9099.44,8000,2911.82,99.87,98.62,1.13,0
2023-02-05 22:29:10,india-south,Compute,11134.02,10000,5344.33,99.79,120.27,0.93,0
2024-03-20 10:05:30,US-West,Compute,10143.99,10000,4869.12,99.72,96.98,0.86,1
2024-01-06 20:21:22,us west,Storage,9868.02,8000,3157.77,99.73,122.86,1.19,0
2023-05-28 12:59:58,india south,Storage,9004.65,8000,2881.49,99.59,118.77,1.03,0
2023-06-19 00:23:39,Europe-North,Storage,6092.54,8000,1949.61,99.5,99.23,0.93,0
2023-12-28 06:01:22,us west,Storage,9566.23,8000,3061.19,99.86,108.34,1.29,0
2023-11-23 10:19:47,India-South,Storage,5141.34,8000,1645.23,99.36,122.57,0.89,0
2023-08-24 08:41:45,us-east,Storage,5623.18,8000,,99.94,116.44,0.99,0
2023-04-19 03:40:53,India-South,Compute,13160.58,10000,6317.08,99.88,104.04,1.13,0
2023-08-06 16:14:05,india-south,Storage,7718.7,8000,2469.99,99.44,102.5,1.28,0
2023-01-02 07:51:21,us-west,Compute,10260.58,10000,4925.08,99.63,104.13,1.03,1
2023-02-08 18:50:34,Us-East,Compute,13316.65,10000,6391.99,99.35,93.58,1.3,1
2023-04-29 01:57:39,europe-north,Storage,7781.5,8000,2490.08,99.43,109.11,0.8,0
2024-03-04 19:17:35,us west,Storage,12341.25,8000,3949.2,99.99,115.93,1.3,0
2023-08-30 14:13:51,India-South,Storage,6023.38,8000,1927.48,99.89,125.5,0.92,0
2023-06-20 00:25:15,Europe-North,Compute,8211.11,10000,3941.33,99.83,100.32,0.95,0
2023-06-15 04:28:45,India-South,Storage,12051.19,8000,3856.38,99.34,125.48,1.29,0
2023-08-17 07:54:40,india-south,Compute,5796.02,10000,2782.09,99.94,92.24,0.82,1
2023-02-04 18:54:26,Us-East,Compute,16328.3,10000,7837.59,99.46,111.86,1.31,1
2023-04-23 03:32:12,india-south,Storage,14263.71,8000,4564.39,99.56,125.98,1.31,0
2023-09-01 17:22:39,europe north,Storage,7746.83,8000,2478.99,99.64,118.65,1.34,0
2023-10-30 19:38:33,US-West,Compute,6659.99,10000,3196.8,99.87,109.76,0.96,0
2023-07-05 21:45:00,US-West,Compute,12092.23,10000,5804.27,99.95,100.55,1.27,1
2023-08-04 13:45:32,India-South,Compute,6620.19,10000,3177.69,99.78,90.82,1.12,0
